Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
e9ddd4ec_batch0_run2,"[""{\n    \""world\"": false,\n    \""regional\"": false,\n    \""sports\"": false,\n    \""regulation\"": false,\n    \""business\"": true,\n    \""politics\"": false,\n    \""sci/tech\"": false\n}""]",,4.4621381759643555,469,320,395,,[],['resp_02f1737c16a6e1000069a98520937c8190be9192d57785b7d8'],True
791ef2fb_batch0_run2,"[""{\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""world\"": false\n}""]",,5.1521501541137695,392,576,636,,[],['resp_0025311001e563950069a9851fdf188196a7fddc87fd9104a9'],True
c38ab450_batch0_run3,"[""{\n  \""business\"": true,\n  \""sports\"": false,\n  \""world\"": false,\n  \""regional\"": false,\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""sci/tech\"": false\n}""]",,4.259527921676636,404,320,394,,[],['resp_028f4809b766135d0069a98520c4fc819aaba7839dfcee1de0'],True
ac6acb3e_batch0_run2,"[""{\n  \""sports\"": true,\n  \""business\"": true,\n  \""regional\"": false,\n  \""world\"": false,\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": false\n}""]",,5.340680122375488,442,448,559,,[],['resp_0bf47a2d1ca70c400069a98520269881909246e0fa0458d15c'],True
a77e4fe2_batch0_run2,"[""{\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""business\"": true,\n  \""politics\"": false,\n  \""sci/tech\"": true,\n  \""regional\"": false\n}""]",,5.955279111862183,436,704,791,,[],['resp_0d377642841a08000069a9851fb75c819684b33178f1f3dd99'],True
5eeb8f34_batch0_run2,"[""{\n    \""politics\"": false,\n    \""regional\"": false,\n    \""sports\"": false,\n    \""world\"": false,\n    \""regulation\"": false,\n    \""sci/tech\"": false,\n    \""business\"": true\n}""]",,4.140918016433716,461,320,418,,[],['resp_0b962abd15794f3f0069a9852191c88197bd58a341b094e256'],True
19a58074_batch0_run2,"[""{\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regulation\"": true,\n  \""sports\"": false,\n  \""business\"": true,\n  \""regional\"": false,\n  \""politics\"": false\n}""]",,8.672743797302246,412,960,1068,,[],['resp_04cb0272cf232c7f0069a9851d49a8819987bcebfe4d994753'],True
dcd1e967_batch0_run2,"[""{\n  \""sports\"": false,\n  \""politics\"": true,\n  \""business\"": true,\n  \""regulation\"": true,\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regional\"": true\n}""]",,6.306373834609985,435,640,733,,[],['resp_0ca7dcbe4280b4c60069a9851fa288819a8f10910a5aaae1c4'],True
c9217e3e_batch0_run3,"[""{\n  \""regional\"": false,\n  \""world\"": false,\n  \""business\"": true,\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": false,\n  \""sports\"": false\n}""]",,5.262735843658447,425,448,530,,[],['resp_0ac5ee3af22e97cf0069a98520cbac819b93b31cf710a30f74'],True
9f706677_batch0_run3,"[""{\n  \""world\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""politics\"": false\n}""]",,3.518315076828003,394,320,392,,[],['resp_0fcce8624161282d0069a98522a6e4819bbe2ff8ec77b0760d'],True
9ea34dcc_batch0_run2,"[""{\n  \""world\"": false,\n  \""regulation\"": true,\n  \""politics\"": true,\n  \""regional\"": false,\n  \""sports\"": false,\n  \""sci/tech\"": false,\n  \""business\"": true\n}""]",,5.888296127319336,438,576,662,,[],['resp_022d841ea3e74fb10069a985205e588199aea52961394f5317'],True
11ba9ab5_batch0_run2,"[""{\n  \""sports\"": false,\n  \""regulation\"": true,\n  \""politics\"": true,\n  \""business\"": true,\n  \""world\"": false,\n  \""regional\"": false,\n  \""sci/tech\"": false\n}""]",,5.898468017578125,419,576,655,,[],['resp_0f14c2dfd48bdcb00069a985208b588199b42090b92cf676a6'],True
6ea9dce7_batch0_run3,"[""{\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""world\"": false,\n  \""regional\"": false\n}""]",,5.218178033828735,392,448,545,,[],['resp_0b8a85325970d8660069a985213fc08193aae7de81e8e48c7e'],True
ece8eec8_batch0_run2,"[""{\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""world\"": false\n}""]",,5.357693910598755,463,512,596,,[],['resp_03ccbb9c3e85507c0069a985212d108198a31a9374033afd0b'],True
3291ab72_batch0_run3,"[""{\n  \""sports\"": false,\n  \""business\"": true,\n  \""sci/tech\"": true,\n  \""regulation\"": false,\n  \""politics\"": false,\n  \""world\"": false,\n  \""regional\"": false\n}""]",,5.332316875457764,399,576,681,,[],['resp_0724b90cf46e01ed0069a9852145088195ad74882f0ac1aa82'],True
d39c2a88_batch0_run2,"[""{\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regional\"": false,\n  \""regulation\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""politics\"": false\n}""]",,6.445117235183716,434,704,789,,[],['resp_0d0fbbb68803cc430069a985205a7c819b9aa7d24e66c83294'],True
fd5c9753_batch0_run2,"[""{\n  \""sports\"": false,\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regional\"": false,\n  \""business\"": true\n}""]",,6.9186789989471436,461,768,860,,[],['resp_064ce92a9bc0dc220069a9851ff10881969ad9381ebe18ce0d'],True
686809bf_batch0_run2,"[""{\n  \""politics\"": false,\n  \""regional\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""business\"": true\n}""]",,4.892014026641846,406,512,594,,[],['resp_04a85cb09828c1ca0069a985227220819896d51bba2aa7c08e'],True
e918d7c7_batch0_run2,"[""{\n  \""regulation\"": false,\n  \""world\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false\n}""]",,7.681318998336792,403,896,954,,[],['resp_070d27dda079a3c20069a9851ff1888197b3ad37396c5fba48'],True
09c69743_batch0_run3,"[""{\n    \""regulation\"": false,\n    \""regional\"": false,\n    \""business\"": true,\n    \""politics\"": false,\n    \""world\"": false,\n    \""sci/tech\"": false,\n    \""sports\"": false\n}""]",,3.490090847015381,441,320,400,,[],['resp_0e7eafe90317f15e0069a985242450819aaf4080e7f4ab182d'],True
f552a1a8_batch0_run3,"[""{\n  \""world\"": false,\n  \""regulation\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""politics\"": false,\n  \""sports\"": false,\n  \""sci/tech\"": false\n}""]",,4.328201055526733,404,256,320,,[],['resp_07dc6a233d987cd90069a98523da308195be9dd34694e112de'],True
512ef939_batch0_run3,"[""{\n  \""regional\"": false,\n  \""sci/tech\"": false,\n  \""business\"": true,\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""world\"": false,\n  \""sports\"": false\n}""]",,5.896429061889648,389,768,839,,[],['resp_070e31ab7ae265750069a98522ccb8819b8d79b0238feb9a11'],True
e294b595_batch0_run3,"[""{\n  \""sci/tech\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""regulation\"": true,\n  \""politics\"": false,\n  \""world\"": false\n}""]",,7.860297918319702,408,1024,1093,,[],['resp_02d70c695f7f28f50069a9852131648198a9f8a6027f72d35e'],True
d9b3a4ca_batch0_run3,"[""{\n  \""regional\"": false,\n  \""world\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""sports\"": true\n}""]",,8.265197038650513,412,704,771,,[],['resp_0e3ba6e2ded3167a0069a98520cb5c819ab68c06237fbd154e'],True
13c4c276_batch0_run3,"[""{\n  \""politics\"": false,\n  \""world\"": false,\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""regional\"": false\n}""]",,7.719787120819092,469,704,804,,[],['resp_025530c4beb858100069a9852167f0819a8b437f522b768d78'],True
cf84a285_batch0_run2,"[""{\n  \""business\"": true,\n  \""world\"": false,\n  \""regulation\"": false,\n  \""politics\"": false,\n  \""sports\"": false,\n  \""sci/tech\"": false,\n  \""regional\"": true\n}""]",,8.668946027755737,423,1152,1248,,[],['resp_0d51f6b67e3ba1440069a98520b24c8190ae5e43ce4e39bea7'],True
9514d2c2_batch0_run3,"[""{\n  \""sci/tech\"": true,\n  \""regional\"": false,\n  \""politics\"": false,\n  \""business\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""regulation\"": false\n}""]",,7.445950269699097,400,768,870,,[],['resp_00b9c008aeed68a30069a985223cbc819a8450be852efd4284'],True
8de703a6_batch0_run3,"[""{\n  \""world\"": false,\n  \""sports\"": false,\n  \""sci/tech\"": false,\n  \""business\"": true,\n  \""regional\"": false,\n  \""politics\"": true,\n  \""regulation\"": true\n}""]",,8.506659030914307,387,896,996,,[],['resp_040531b82f67046a0069a9852137d0819592027965ff0821b9'],True
a8a1a23a_batch0_run3,"[""{\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""regional\"": false\n}""]",,6.154231786727905,390,704,760,,[],['resp_0f9012cb71190a030069a9852462d88194ad874648dac8ff2b'],True
912fdbe0_batch0_run3,"[""{\n  \""world\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""regional\"": false,\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""sci/tech\"": false\n}""]",,9.037505149841309,449,896,958,,[],['resp_034e15c4de5943080069a985212f8c819aaed89976333cbd36'],True
e46b9749_batch0_run3,"[""{\n  \""business\"": true,\n  \""regional\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""regulation\"": false\n}""]",,3.001509189605713,394,256,362,,[],['resp_06e985bc6cc090430069a9852733b08198aa47496df46dd0e1'],True
d78f064b_batch0_run2,"[""{\n  \""world\"": false,\n  \""politics\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regulation\"": false\n}""]",,10.98745083808899,485,960,1073,,[],['resp_035f841705f38d530069a9851fd31c819bba6f1e8bf77c7b37'],True
8aa99d99_batch0_run3,"[""{\n  \""business\"": true,\n  \""sports\"": false,\n  \""regulation\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": false,\n  \""regional\"": false\n}""]",,6.328413248062134,408,512,627,,[],['resp_0a236b089d68a4880069a985247efc8194be7d7f74fb27bb0c'],True
e30e1b5d_batch0_run3,"[""{\n  \""sports\"": false,\n  \""regional\"": false,\n  \""world\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""regulation\"": true\n}""]",,5.487502098083496,420,704,810,,[],['resp_03f23eac2431c2ca0069a9852580ac819ab1c08a4e00c34fd2'],True
67474da8_batch0_run3,"[""{\n  \""world\"": false,\n  \""regional\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": true,\n  \""business\"": true,\n  \""regulation\"": true,\n  \""sports\"": false\n}""]",,5.895167112350464,433,704,806,,[],['resp_0dc11fbe7ff26deb0069a985266cf48199a05dd4acd322ee44'],True
e294b595_batch0_run2,"[""{\n  \""sci/tech\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""regulation\"": true,\n  \""politics\"": false,\n  \""world\"": false\n}""]",,17.221472024917603,408,704,768,,[],['resp_0960f3a8fe3552790069a9851c0f0881949e498a3f8edaec0b'],True
cb507159_batch0_run2,"[""{\n  \""sports\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""business\"": true,\n  \""regional\"": true,\n  \""politics\"": false\n}""]",,13.56297516822815,402,256,324,,[],['resp_020ba130803599d10069a98520011881909191838c59866565'],True
af4fe60d_batch0_run2,"[""{\n  \""regulation\"": true,\n  \""politics\"": true,\n  \""sports\"": false,\n  \""business\"": true,\n  \""world\"": false,\n  \""regional\"": false,\n  \""sci/tech\"": false\n}""]",,10.438332080841064,429,960,1043,,[],['resp_052dc17211af96f30069a98523cbc4819893af9c85ac4f3e79'],True
a167404e_batch0_run3,"[""{\n  \""regulation\"": false,\n  \""business\"": true,\n  \""world\"": false,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": false\n}""]",,5.213139057159424,461,448,512,,[],['resp_0f5b81b0e75c05b20069a985290dd8819693467bb6fd0a600b'],True
73105f18_batch0_run3,"[""{\n  \""regional\"": false,\n  \""sports\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""politics\"": false,\n  \""regulation\"": false\n}""]",,6.664930105209351,452,512,599,,[],['resp_0064ddcc32610da30069a98529db3c8195a16e3e395bd8b42e'],True
cb507159_batch0_run3,"[""{\n  \""sports\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""business\"": true,\n  \""regional\"": true,\n  \""politics\"": false\n}""]",,4.17338490486145,402,320,395,,[],['resp_0bcf467ed88b9efa0069a9852ce5bc8197b0e3a3786d385c91'],True
8d7ae3db_batch0_run3,"[""{\n  \""business\"": true,\n  \""regulation\"": true,\n  \""politics\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": false\n}""]",,9.08605170249939,431,576,659,,[],['resp_0a59cf978732e2500069a98528145c8196afeaa279e2f4322b'],True
19a58074_batch0_run3,"[""{\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regulation\"": true,\n  \""sports\"": false,\n  \""business\"": true,\n  \""regional\"": false,\n  \""politics\"": false\n}""]",,14.122816801071167,412,448,514,,[],['resp_0c6d7a709a2d3a290069a98523f2d881988e35518b76b638e2'],True
94da27cd_batch0_run3,"[""{\n  \""world\"": false,\n  \""sci/tech\"": true,\n  \""regulation\"": true,\n  \""regional\"": false,\n  \""sports\"": false,\n  \""business\"": false,\n  \""politics\"": true\n}""]",,6.780308961868286,427,512,586,,[],['resp_084bfdddebd025710069a9852b55548197b01f443f2a117770'],True
673dacff_batch0_run3,"[""{\n  \""politics\"": false,\n  \""regional\"": true,\n  \""regulation\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""sports\"": false\n}""]",,6.645703315734863,414,704,797,,[],['resp_00d309030c5a58a60069a9852c3b9881968ab7ff705a158119'],True
b774bc31_batch0_run2,"[""{\n  \""politics\"": true,\n  \""sci/tech\"": false,\n  \""regional\"": false,\n  \""business\"": false,\n  \""sports\"": false,\n  \""regulation\"": true,\n  \""world\"": false\n}""]",,17.427804946899414,412,576,690,,[],['resp_0a47fe063be052820069a98521ffe48197b217ce76cf396150'],True
5aec23d5_batch0_run3,"[""{\n  \""regulation\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""politics\"": false,\n  \""world\"": false\n}""]",,4.750041246414185,467,576,683,,[],['resp_0b98b63276bb09020069a985303d74819b9e67c535b7ac1695'],True
791ef2fb_batch0,"[""{\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""world\"": false\n}""]",,4.234908103942871,392,448,532,,"[""API call exceeded timeout"", ""OpenAI client timed out; consider reducing concurrency. Details: API call exceeded timeout (elapsed 19.71s)""]",['resp_0baa4bd548b376f10069a98530eb008193bc4e456084281053'],True
cb507159_batch0,"[""{\n  \""sports\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""business\"": true,\n  \""regional\"": true,\n  \""politics\"": false\n}""]",,3.5758609771728516,402,320,389,,"[""API call exceeded timeout"", ""OpenAI client timed out; consider reducing concurrency. Details: API call exceeded timeout (elapsed 19.56s)""]",['resp_0dee24a8f2b313ce0069a985318b2c8194b393d9fc951eda28'],True
03c0708e_batch0_run3,"[""{\n  \""regional\"": false,\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""business\"": true,\n  \""politics\"": false\n}""]",,7.404977798461914,412,576,684,,[],['resp_0e3f4705902373d90069a9852e4ec481958b29bae466fbcce2'],True
d39c2a88_batch0_run3,"[""{\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regional\"": false,\n  \""regulation\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""politics\"": false\n}""]",,3.441420078277588,434,320,403,,[],['resp_05622bb4ee4d9aa90069a98532d1c0819abffe8d36d0976372'],True
2833ae53_batch0_run3,"[""{\n  \""politics\"": false,\n  \""business\"": true,\n  \""sci/tech\"": true,\n  \""regional\"": false,\n  \""world\"": false,\n  \""regulation\"": false,\n  \""sports\"": false\n}""]",,7.661448240280151,438,768,825,,[],['resp_02d0fc24f05ededb0069a9852f8b54819baa73ff1c07395cc3'],True
05e48ce7_batch0_run3,"[""{\n  \""regulation\"": false,\n  \""regional\"": false,\n  \""sports\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""world\"": false\n}""]",,4.8050377368927,423,512,605,,[],['resp_030ce2e4a567cd8b0069a985338894819b9fba30df7be78d3b'],True
ac6acb3e_batch0_run3,"[""{\n  \""sports\"": true,\n  \""business\"": true,\n  \""regional\"": false,\n  \""world\"": false,\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": false\n}""]",,4.411739349365234,442,512,617,,[],['resp_0737d790457cf33e0069a985357878819b950f36e3b49c2cc5'],True
673dacff_batch0_run2,"[""{\n  \""politics\"": false,\n  \""regional\"": true,\n  \""regulation\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""sports\"": false\n}""]",,12.577656984329224,414,960,1027,,[],['resp_03e901585b049a090069a9852d94488194a2a5d7faedcf5808'],True
57880d84_batch0_run3,"[""{\n  \""business\"": true,\n  \""politics\"": true,\n  \""world\"": true,\n  \""regional\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regulation\"": true\n}""]",,16.919540882110596,440,1024,1125,,[],['resp_0ec4e56b323c573f0069a9852ac24c819693f2138cd2094a38'],True
fe916a64_batch0_run2,"[""{\n  \""world\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""regulation\"": true,\n  \""politics\"": false,\n  \""sports\"": false\n}""]",,4.976511001586914,398,576,658,,"[""API call exceeded timeout"", ""OpenAI client timed out; consider reducing concurrency. Details: API call exceeded timeout (elapsed 21.01s)""]",['resp_0f16b27ac2ecb5ca0069a98536f4748198a04da88e25086bf6'],True
f964f65f_batch0_run3,"[""{\n  \""world\"": false,\n  \""sports\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""business\"": true,\n  \""regional\"": false,\n  \""regulation\"": false\n}""]",,5.604669809341431,444,448,558,,[],['resp_013ddda5c12ec1220069a9853666f48196b037c9f8606e9fb3'],True
9ea34dcc_batch0_run3,"[""{\n  \""world\"": false,\n  \""regulation\"": true,\n  \""politics\"": true,\n  \""regional\"": false,\n  \""sports\"": false,\n  \""sci/tech\"": false,\n  \""business\"": true\n}""]",,7.267232894897461,438,768,860,,[],['resp_00da484ca1669e040069a98534caac8190a12fa67d0594ec5d'],True
411390ad_batch0_run3,"[""{\n  \""politics\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""regulation\"": false\n}""]",,8.237688779830933,424,896,983,,[],['resp_0fb9b308f6e868320069a98534213c81969dc02dbda10cd126'],True
fbbe1535_batch0_run3,"[""{\n  \""regional\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""regulation\"": true,\n  \""sports\"": false,\n  \""world\"": false\n}""]",,4.22655987739563,444,448,561,,[],['resp_05c4c595b14e41a00069a9853965ac819b88bcf7eec25f11f4'],True
c96ebb59_batch0_run3,"[""{\n  \""regulation\"": true,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""business\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""world\"": false\n}""]",,5.390561103820801,423,576,692,,[],['resp_0673af02876245ab0069a9853875c88198bbfe7418a145d57c'],True
ff667476_batch0_run3,"[""{\n  \""sci/tech\"": false,\n  \""business\"": true,\n  \""regional\"": false,\n  \""world\"": false,\n  \""regulation\"": true,\n  \""politics\"": false,\n  \""sports\"": false\n}""]",,5.755918979644775,430,576,637,,[],['resp_066358aff453d6730069a9853b4db48199823e2eb1c545301c'],True
c96ebb59_batch0_run2,"[""{\n  \""regulation\"": true,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""business\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""world\"": false\n}""]",,7.179723024368286,423,576,693,,[],['resp_011f4ec39f44c0c50069a9853a7e5c819bb6d265d4a681ab7f'],True
05476a77_batch0_run3,"[""{\n  \""regional\"": false,\n  \""sports\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regulation\"": false\n}""]",,4.4714648723602295,460,320,431,,[],['resp_06e538d413c0ff4b0069a9853d3c30819b9dd98d4320085afc'],True
411390ad_batch0_run2,"[""{\n  \""business\"": true,\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regulation\"": false,\n  \""regional\"": false,\n  \""world\"": false\n}""]",,10.195097923278809,424,1408,1468,,"[""API call exceeded timeout"", ""OpenAI client timed out; consider reducing concurrency. Details: API call exceeded timeout (elapsed 21.03s)""]",['resp_0ec6f3046fc359a90069a98537871c81908750595eb73c8d68'],True
fd5c9753_batch0_run3,"[""{\n  \""sports\"": false,\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regional\"": false,\n  \""business\"": true\n}""]",,5.828898906707764,461,384,461,,[],['resp_01eb8564036a692d0069a9853c418081988405826ab5b8f794'],True
e46b9749_batch0,"[""{\n  \""business\"": true,\n  \""regional\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""regulation\"": false\n}""]",,20.38451600074768,394,384,496,,"[""API call exceeded timeout"", ""OpenAI client timed out; consider reducing concurrency. Details: API call exceeded timeout (elapsed 19.32s)""]",['resp_03066e66b019c4c60069a9852f2b148197910230356743571e'],True
11ba9ab5_batch0_run3,"[""{\n  \""sports\"": false,\n  \""regulation\"": true,\n  \""politics\"": true,\n  \""business\"": true,\n  \""world\"": false,\n  \""regional\"": false,\n  \""sci/tech\"": false\n}""]",,17.226768016815186,419,512,580,,[],['resp_0264530c9959cf720069a985322cd8819497d6b4dc405b9e7e'],True
e46b9749_batch0_run2,"[""{\n  \""business\"": true,\n  \""regional\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""regulation\"": false\n}""]",,4.849594831466675,394,448,550,,[],['resp_0d910659871d92c70069a985402720819aa640124e1f9b154a'],True
a77e4fe2_batch0_run3,"[""{\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""business\"": true,\n  \""politics\"": false,\n  \""sci/tech\"": true,\n  \""regional\"": false\n}""]",,6.226359128952026,436,768,842,,[],['resp_0a149fe7646378b60069a9853f2ed88194bba67c8d4960bf71'],True
dcd1e967_batch0_run3,"[""{\n  \""sports\"": false,\n  \""politics\"": true,\n  \""business\"": true,\n  \""regulation\"": true,\n  \""sci/tech\"": false,\n  \""world\"": false,\n  \""regional\"": false\n}""]",,5.271237134933472,435,576,689,,[],['resp_0888df78ebbc3ea40069a985412d00819688424ff6498cd12f'],True
e918d7c7_batch0_run3,"[""{\n  \""regulation\"": false,\n  \""world\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""politics\"": false,\n  \""sci/tech\"": false\n}""]",,9.142675161361694,403,704,819,,[],['resp_0782288e99b496020069a9853e3200819b8a6d0f4998eceec9'],True
8d7ae3db_batch0_run2,"[""{\n  \""business\"": true,\n  \""regulation\"": true,\n  \""politics\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": false\n}""]",,6.453030824661255,431,704,805,,[],['resp_08998bf708977e5f0069a985423a388199ad6072ed39bb1525'],True
ff667476_batch0_run2,"[""{\n  \""sci/tech\"": false,\n  \""business\"": true,\n  \""regional\"": false,\n  \""world\"": false,\n  \""regulation\"": true,\n  \""politics\"": false,\n  \""sports\"": false\n}""]",,5.481019020080566,430,384,440,,[],['resp_0cd359f127fd0c570069a98544222c81978d82800d761cf03f'],True
67474da8_batch0_run2,"[""{\n  \""world\"": false,\n  \""regional\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": true,\n  \""regulation\"": true,\n  \""business\"": true,\n  \""sports\"": false\n}""]",,7.80270791053772,433,1152,1245,,[],['resp_0cc55cd1c6c756010069a985433efc819aa19a70d4b370379a'],True
28555c2e_batch0_run3,"[""{\n  \""sci/tech\"": false,\n  \""regulation\"": false,\n  \""sports\"": false,\n  \""world\"": false,\n  \""business\"": true,\n  \""politics\"": false,\n  \""regional\"": false\n}""]",,5.615428686141968,445,448,560,,[],['resp_047d430204a50bf50069a985462210819993f70a665b31f8bd'],True
57880d84_batch0_run2,"[""{\n  \""business\"": true,\n  \""politics\"": true,\n  \""world\"": true,\n  \""regional\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regulation\"": true\n}""]",,7.147336959838867,440,832,926,,[],['resp_07e7e419f720e89c0069a9854522308190b5c284fcba4261ad'],True
73105f18_batch0_run2,"[""{\n  \""regional\"": false,\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""politics\"": false,\n  \""business\"": true,\n  \""regulation\"": false,\n  \""world\"": false\n}""]",,4.8871471881866455,452,384,478,,[],['resp_00d5ea2296a138e80069a985482774819ab45ec4f67d3141bf'],True
da6e0dc8_batch0_run3,"[""{\n  \""world\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""regulation\"": false,\n  \""sci/tech\"": false,\n  \""politics\"": false\n}""]",,6.471355199813843,443,576,633,,[],['resp_0219da2b1884b2bf0069a985472448819ba34855359ad0814b'],True
a167404e_batch0_run2,"[""{\n  \""politics\"": false,\n  \""business\"": true,\n  \""sports\"": false,\n  \""regulation\"": false,\n  \""world\"": false,\n  \""sci/tech\"": false,\n  \""regional\"": false\n}""]",,4.728121042251587,461,384,446,,[],['resp_092dd2576f27f47f0069a9854927dc819897e295ca31163c59'],True
791ef2fb_batch0_run3,"[""{\n  \""sci/tech\"": false,\n  \""sports\"": false,\n  \""regional\"": false,\n  \""business\"": true,\n  \""politics\"": false,\n  \""regulation\"": false,\n  \""world\"": false\n}""]",,5.595673084259033,392,320,437,,[],['resp_03571e4d77c817740069a9854b3c8c8193ae443bededae6f1c'],True
